id,source_string,original_EN,translated_FR,translated_ZH
DMS-245,en,"When you say ""be yourself"" to a friend, say it to yourself. When you say ""it doesn't matter what others think of you"" to your friend, say it to yourself. When you say ""you're amazing just the way you are"" to your friend, say it to yourself. Your dilusions of your significance are keeping you from becoming your strongest, most confident, version of yourself without validation of others","Lorsque vous dites ""sois toi-même"" à un ami, dites-le à vous-même. Quand tu dis à un ami ""Peu importe ce que les autres pensent de toi"", dis-le à toi-même. Lorsque vous dites ""tu es formidable comme tu es"" à votre ami, dites-le à vous-même. Vos illusions sur votre importance vous empêchent de devenir la version la plus forte et la plus confiante de vous-même, sans la validation des autres.","当你对朋友说 ""做你自己 ""时，就对你自己说吧。当你对你的朋友说 ""别人怎么看你并不重要 ""时，请对你自己说。当你对你的朋友说 ""你现在的样子很了不起 ""时，请对你自己说。你对自己重要性的淡化，使你无法成为最强大、最自信、没有他人验证的自己。"
DMS-246,en,"Remember, most of your stress comes from the way you respond, not the way life is. Adjust your attitude. Change how you see things. Look for the good in all situations. Take the lesson and find new opportunities to grow. Let all the extra stress, worrying, and overthinking go.","N'oubliez pas que la majeure partie de votre stress provient de votre façon de réagir, et non de la façon dont la vie se déroule. Adaptez votre attitude. Changez votre façon de voir les choses. Cherchez le bon côté des choses dans toutes les situations. Tirez-en la leçon et trouvez de nouvelles occasions de progresser. Laissez tomber tout le stress supplémentaire, les soucis et les pensées excessives.",记住，你的大部分压力来自于你的反应方式，而不是生活的方式。调整你的态度。改变你看待事物的方式。在所有情况下寻找好的一面。吸取教训，寻找新的机会来成长。让所有额外的压力、担心和过度思考消失。
DMS-247,en,You can rise up from anything.,Tu peux te relever de n'importe quoi.,你可以从任何事情中站起来。
DMS-248,en,You can completely recreate yourself.,Vous pouvez vous recréer complètement.,你可以完全重新创造自己。
DMS-249,en,Nothing is permanent,Rien n'est permanent,没有什么是永久的
DMS-250,en,You're not stuck.,Tu n'es pas coincé.,你没有被困住。
DMS-251,en,You have choices.,Vous avez le choix.,你有选择。
DMS-252,en,You can think new thoughts,Vous pouvez avoir de nouvelles pensées,你可以思考新的想法
DMS-253,en,You can learn something new.,Vous pouvez apprendre quelque chose de nouveau.,你可以学到新东西。
DMS-254,en,You can create new habits.,Vous pouvez créer de nouvelles habitudes.,你可以创造新的习惯。
DMS-255,en,All that matters is that you decide today and never look back.,"Tout ce qui compte, c'est que vous décidiez aujourd'hui et que vous ne regardiez jamais en arrière.",重要的是，你今天就做出决定，并且永远不要回头。
DMS-256,en,It's okay to admit that your wounds are still open. That you are still healing. It takes time.,Il est normal d'admettre que vos blessures sont encore ouvertes. Que vous êtes encore en train de guérir. Cela prend du temps.,承认你的伤口仍未愈合是可以的。你仍然在愈合。这需要时间。
DMS-257,en,"Healing is weird. Some days you're okay and you're doing just fine. Other days it still hurts like it's fresh. It's a process with no definitive time frame. You just have to keep going and know that when all is said and done, you're going to be ok.","La guérison est bizarre. Certains jours, vous allez bien et vous vous en sortez très bien. D'autres jours, on a encore mal comme si c'était récent. C'est un processus sans limite de temps. Vous devez juste continuer et savoir que lorsque tout sera dit et fait, vous serez bien.",愈合是很奇怪的。有些时候你没事，你做得很好。另一些日子，它仍然伤害着你，就像它是新鲜的。这是一个过程，没有明确的时间框架。你只需继续前进，并知道当一切都说过和做过后，你会好起来的。
DMS-258,en,"Let the version of yourself that you were, teach you.","Laissez la version de vous-même que vous étiez, vous enseigner.",让曾经的那个版本的自己来教你。
DMS-259,en,"Let the version of yourself that you were, comfort you.","Laissez la version de vous-même que vous étiez, vous réconforter.",让曾经的那个版本的自己来安慰你。
DMS-260,en,"Let the version of yourself that you are becoming, inspire you. You are the version that you need and needed to be in every phase of your journey",Laissez la version de vous-même que vous êtes en train de devenir vous inspirer. Vous êtes la version dont vous avez besoin et que vous deviez être à chaque étape de votre voyage.,让你正在成为的那个版本的自己，激励你。你是你需要的版本，在你旅程的每个阶段都需要。
DMS-261,en,"Everyday, make a tiny agreement with yourself and follow through with it. You'll start to see yourself as person who honours their word, even when no one's watching. And that's what creates true self-confidence","Chaque jour, passez un petit accord avec vous-même et respectez-le. Vous commencerez à vous voir comme une personne qui honore sa parole, même lorsque personne ne regarde. Et c'est ce qui crée la véritable confiance en soi.",每天，与自己达成一个小小的协议，并贯彻执行。你会开始看到自己是一个遵守诺言的人，即使在没有人注意的时候。而这正是创造真正的自信的原因。
DMS-262,en,Don't give up.,N'abandonnez pas.,不要放弃。
DMS-263,en,Keep going,Continuez.,继续前进
DMS-264,en,"When you start to feel like things should have been better this year, remember the mountains and valleys that got you here. They are not accidents and those moments weren't in vain.","Lorsque vous commencez à penser que les choses auraient dû être meilleures cette année, rappelez-vous les montagnes et les vallées qui vous ont mené ici. Ce ne sont pas des accidents et ces moments n'ont pas été vains.",当你开始觉得今年的事情应该更好的时候，记住那些让你走到这里的山峰和山谷。他们不是意外，那些时刻并没有白费。
DMS-265,en,"You are not the same. You have grown and you are growing, you are breathing, you are living. You are wrapped in endless, boundless grace. And things will get better. There is more to you than yesterday.","Tu n'es pas le même. Vous avez grandi et vous grandissez, vous respirez, vous vivez. Vous êtes enveloppé dans une grâce sans fin, sans limites. Et les choses vont s'améliorer. Il y a plus en vous qu'hier.",你是不一样的。你已经成长，你正在成长，你在呼吸，你在生活。你被包裹在无尽的、无边的恩典中。而且事情会变得更好。你比昨天更有意义。
DMS-266,en,"Instead of saying ""I'm damaged, I'm broken, I have trust issues"" say ""I'm healing, I'm rediscovering myself, I'm starting over."" Positive self talk","Au lieu de dire ""Je suis endommagé, je suis brisé, j'ai des problèmes de confiance"", dites ""Je guéris, je me redécouvre, je recommence"". Parler de soi de manière positive","与其说 ""我被破坏了，我崩溃了，我有信任问题""，不如说 ""我正在康复，我正在重新发现自己，我正在重新开始。""积极的自我谈话"
DMS-267,en,"It's ok if you thought you were over it, but it hits you all over again.","Ce n'est pas grave si vous pensiez avoir dépassé ça, mais ça vous frappe à nouveau.",如果你认为你已经过去了，但它又重新打击了你，这也没关系。
DMS-268,en,It's okay to fall apart even if you thought you had it under control. You're not weak,"C'est normal de s'effondrer, même si tu pensais avoir tout sous contrôle. Vous n'êtes pas faible",即使你认为你已经控制住了它，崩溃也没关系。你并不软弱
DMS-269,en,Healing is messy. And there's no timeline for healing,La guérison est désordonnée. Et il n'y a pas de délai pour la guérison,愈合是混乱的。愈合没有时间表。
DMS-270,en,One day you will tell your story of how you overcame that you went through and it will be someone else's survival guide.,"Un jour, vous raconterez votre histoire, comment vous avez surmonté ce que vous avez vécu, et ce sera le guide de survie de quelqu'un d'autre.",有一天你会讲述你如何克服你所经历的故事，它将成为别人的生存指南。
DMS-271,en,"It's okay if you don't know what to feel, if you don't know what you want and if you can't figure things out as you go","Ce n'est pas grave si vous ne savez pas quoi ressentir, si vous ne savez pas ce que vous voulez et si vous n'arrivez pas à comprendre les choses au fur et à mesure.",如果你不知道什么是感觉，如果你不知道你想要什么，如果你不能边走边想，也没关系。
DMS-272,en,It's ok to not want something you worked so hard on getting - after realizing it wasn't what you thought it was.,"C'est normal de ne pas vouloir d'un objet pour lequel on a travaillé si dur, après avoir réalisé qu'il n'était pas ce que l'on pensait.",不想要你辛辛苦苦得到的东西是可以的--在意识到它不是你想象的那样之后。
DMS-273,en,"It's ok to change your mind, to make mistakes, to walk away from someone you once loved - from something that once meant the world to you. It's okay, because this is your life, your cause, your body, your beliefs, your mind, your heart, and your feelings, and you don't need validation from no one, other than you, and I hope it doesn't take you a lifetime to realize that.","C'est normal de changer d'avis, de faire des erreurs, de s'éloigner de quelqu'un que vous aimiez autrefois - de quelque chose qui représentait le monde pour vous. C'est normal, parce qu'il s'agit de votre vie, de votre cause, de votre corps, de vos croyances, de votre esprit, de votre cœur et de vos sentiments, et vous n'avez besoin de la validation de personne d'autre que vous, et j'espère qu'il ne vous faudra pas toute une vie pour le réaliser.",改变你的想法，犯错误，离开你曾经爱过的人--离开曾经对你意味着世界的东西，都是可以的。没关系，因为这是你的生活，你的事业，你的身体，你的信仰，你的思想，你的心，和你的感觉，你不需要来自任何人的验证，除了你自己，我希望你不会花一辈子时间来认识到这一点。
DMS-274,en,The fear of falling is worse than the fall itself.,La peur de tomber est pire que la chute elle-même.,对跌倒的恐惧比跌倒本身更可怕。
DMS-275,en,"Be you, not them.","Soyez vous, pas eux.",做你自己，而不是他们。
DMS-276,en,Remember to look after yourself,N'oubliez pas de prendre soin de vous,记住要照顾好自己
DMS-277,en,Be the sunshine.,Soyez le rayon de soleil.,成为阳光。
DMS-278,en,No one is perfect. That is why pencils come with erasers. - Wolfgang Riebe,Personne n'est parfait. C'est pourquoi les crayons sont équipés de gommes. - Wolfgang Riebe,没有人是完美的。这就是为什么铅笔会有橡皮擦。- 沃尔夫冈-里伯
DMS-279,en,You always pass failure on the way to success. - Mickey Rooney,On passe toujours par l'échec sur le chemin du succès. - Mickey Rooney,在通往成功的道路上，你总是要经过失败。- 米奇-鲁尼
DMS-280,en,Winning doesn't always mean being first. Winning means you're doing better than you've done before. - Bonnie Blair,Gagner ne signifie pas toujours être le premier. Gagner signifie que vous faites mieux que ce que vous avez fait auparavant. - Bonnie Blair,胜利并不总是意味着成为第一。胜利意味着你比以前做得更好。- 邦妮-布莱尔
DMS-281,en,"Once you replace negative thoughts with possitive ones, you'll start having positive results. - Willie Nelson","Une fois que vous aurez remplacé les pensées négatives par des pensées positives, vous commencerez à obtenir des résultats positifs. - Willie Nelson",一旦你用积极的想法取代消极的想法，你就会开始有积极的结果。- 威利-纳尔逊
DMS-282,en,"In every day, there are 1,440 minutes. That means we have 1,440 daily opportunities to make a positive impact. - Les Brown",Chaque jour compte 1 440 minutes. Cela signifie que nous avons 1 440 occasions quotidiennes d'avoir un impact positif. - Les Brown,在每一天中，有1440分钟。这意味着我们每天有1440个机会来产生积极的影响。- 莱斯-布朗
DMS-283,en,Attitude is a little thing that makes a big difference. - Winston Churchill,L'attitude est une petite chose qui fait une grande différence. - Winston Churchill,态度是一件小事，却有大不同。- 温斯顿-丘吉尔
DMS-284,en,"Tough times never last, but tough people do. - Robert H. Schuller","Les temps difficiles ne durent jamais, mais les gens difficiles, oui. - Robert H. Schuller",艰难的时期永远不会持续，但艰难的人却会持续。- 罗伯特-H-舒勒
DMS-285,en,Believe you can and you're half way there. - Theodore Roosevelt,Croyez que vous pouvez et vous êtes à mi-chemin. - Theodore Roosevelt,相信你可以，你就成功了一半。- 西奥多-罗斯福
DMS-286,en,"If you want the rainbow, you gotta put up with the rain.","Si tu veux l'arc-en-ciel, tu dois supporter la pluie.",如果你想看到彩虹，你就得忍受雨水。
DMS-287,en,Everyday may not be good; but there is good in every day. - Alice Morse Earle,"Chaque jour n'est peut-être pas bon, mais il y a du bon dans chaque jour. - Alice Morse Earle",每天都可能不是好事；但每天都有好事。- 爱丽丝-莫尔斯-厄尔
DMS-288,en,"The more you praise and celebrate your life, the more there is in life to celebrate. - Oprah Winfrey","Plus vous louez et célébrez votre vie, plus il y a de choses à célébrer dans la vie. - Oprah Winfrey",你越是赞美和庆祝你的生活，生活中就越是值得庆祝。- 奥普拉-温弗里
DMS-289,en,"The difference between odrinary and extraordinary, is that little extra. - Jimmy Johnson","La différence entre l'ordinaire et l'extraordinaire, c'est ce petit plus. - Jimmy Johnson",平凡与不平凡之间的区别，在于那一点点额外的东西。- 吉米-约翰逊
DMS-290,en,Success is the sum of small efforts repeated day in and day out. - Robert Collier,Le succès est la somme de petits efforts répétés jour après jour. - Robert Collier,成功是日复一日重复的微小努力的总和。- 罗伯特-科利尔
DMS-291,en,Happiness is the only thing that multiplies when you share it. - Albert Schweitzer,Le bonheur est la seule chose qui se multiplie quand on le partage. - Albert Schweitzer,幸福是唯一的东西，当你分享它时，它就会倍增。- 艾伯特-史怀哲
DMS-292,en,"When we are open to new possibilities, we find them. Be open and skeptical of everything. - Todd Kashdan","Lorsque nous sommes ouverts à de nouvelles possibilités, nous les trouvons. Soyez ouvert et sceptique à l'égard de tout. - Todd Kashdan",当我们对新的可能性持开放态度时，我们会发现它们。对一切都持开放和怀疑态度。- 托德-卡什丹
DMS-293,en,"The good life is a process, not a state of being. It is a direction, not a destination- Carl Rogers","La bonne vie est un processus, pas un état d'être. C'est une direction, pas une destination - Carl Rogers",美好生活是一个过程，而不是一种存在状态。它是一个方向，而不是一个目的地--卡尔-罗杰斯
DMS-294,en,"Be so happy that when other people look at you, they become happy too.","Soyez si heureux que lorsque les autres vous regardent, ils le deviennent aussi.",要如此快乐，以至于当其他人看着你时，他们也变得快乐。
DMS-295,en,"Funny thing about life, once you begin to take note of the things you are grateful for, you begin to lose sight of the things you lack. - Germany Kent","Une chose amusante dans la vie, une fois que vous commencez à prendre note des choses pour lesquelles vous êtes reconnaissant, vous commencez à perdre de vue les choses qui vous manquent. - Allemagne Kent",生活中有趣的是，一旦你开始注意到你所感激的事情，你就会开始忽略你所缺乏的东西。- 德国肯特
DMS-296,en,The greatest discovery of all time is that a person can change their future by merely changing their attitude. - Oprah Winfrey,La plus grande découverte de tous les temps est qu'une personne peut changer son avenir en changeant simplement son attitude. - Oprah Winfrey,有史以来最伟大的发现是，一个人只需改变自己的态度就能改变自己的未来。- 奥普拉-温弗里
DMS-297,en,Suround your self with the right people,S'entourer des bonnes personnes,让正确的人围绕着你自己
DMS-298,en,People inspire you or they drain you- pick them wisely.- Hans Hansen,Les gens vous inspirent ou ils vous épuisent - choisissez-les avec soin.,人们要么激励你，要么耗尽你--明智地选择他们--汉森。
DMS-299,en,The most important thing you will ever wear is your attitude. - Jeff Moore,La chose la plus importante que vous porterez jamais est votre attitude. - Jeff Moore,你将穿的最重要的东西是你的态度。- 杰夫-莫尔
DMS-300,en,"“You’re off to great places, today is your day. Your mountain is waiting, so get on your way"" -Dr. Seuss","Vous partez vers de grands horizons, aujourd'hui est votre jour. Votre montagne vous attend, alors mettez-vous en route -Dr. Seuss","""你要去伟大的地方了，今天是你的日子。你的山在等着你，所以上路吧"" - 苏斯博士"
DMS-301,en,"You're braver than you believe, stronger than you seem, and smarter than you think - A.A Mine","Vous êtes plus courageux que vous ne le croyez, plus fort qu'il n'y paraît, et plus intelligent que vous ne le pensez - A.A Mine",你比你相信的更勇敢，比你看起来更强大，比你想象的更聪明 - A.A. Mine
DMS-302,en,Positive thinking will let you do everything better than negative thinking will- Zig Ziglar,La pensée positive vous permettra de tout faire mieux que la pensée négative- Zig Ziglar,积极的思考会让你比消极的思考做得更好--齐格-齐格拉
DMS-303,en,"If opportunity doesn't knock, build a door- Milton Berle","Si l'opportunité ne frappe pas, construisez une porte - Milton Berle",如果机会不敲门，那就建一扇门--米尔顿-伯尔
DMS-304,en,"The sun is weak when it first raises, and gathers stregth and courage as the day goes on- Charles Dickens","Le soleil est faible lorsqu'il se lève pour la première fois, et prend de la force et du courage au fur et à mesure que le jour avance- Charles Dickens",太阳刚升起的时候很弱小，随着时间的推移，它逐渐变得强大和勇敢--查尔斯-狄更斯
DMS-305,en,Make each day your own masterpiece- John Wooden,Faites de chaque jour votre propre chef-d'œuvre - John Wooden,让每一天都成为你自己的杰作--约翰-伍登
DMS-306,en,Act as if what you do makes a difference. It does. - William James,Agissez comme si ce que vous faites faisait une différence. C'est le cas. - William James,表现得好像你所做的事情会带来改变。它确实如此。- 威廉-詹姆斯
DMS-307,en,"If you have medications, are you taking them?","Si vous avez des médicaments, les prenez-vous ?",如果你有药物，你是否在服用这些药物？
DMS-308,en,Read a favorite book from when you were little. What was your favorite part?,Lis un de tes livres préférés quand tu étais petit. Quelle était votre partie préférée ?,读一读你小时候最喜欢的书。你最喜欢的部分是什么？
DMS-309,en,"Move your body, however you're able.","Bougez votre corps, comme vous le pouvez.",移动你的身体，无论你如何能够。
DMS-310,en,"What makes you laugh? Go do it, watch it, read it, if you can.","Qu'est-ce qui vous fait rire ? Fais-le, regarde-le, lis-le, si tu peux.",什么能让你笑？去做吧，看吧，读吧，如果你可以的话。
DMS-311,en,"Water is good for you year round. If you're thirsty, you're dehydrated.","L'eau est bonne pour vous tout au long de l'année. Si vous avez soif, vous êtes déshydraté.",水一年四季都对你有好处。如果你渴了，你就脱水了。
DMS-312,en,"Smile, breathe and go slowly. ~ Thich Nhat Hanh","Souriez, respirez et allez-y lentement. ~ Thich Nhat Hanh",微笑，呼吸，慢慢走。~ Thich Nhat Hanh
DMS-313,en,Technology is a tool. Use it wisely.,La technologie est un outil. Utilisez-la à bon escient.,技术是一种工具。明智地使用它。
DMS-314,en,Listen to some music. Make sure it's something you really like.,Écoutez de la musique. Assurez-vous que c'est quelque chose que vous aimez vraiment.,听一些音乐。确保它是你真正喜欢的东西。
DMS-315,en,Keep some paper and pencil handy for doodling shapes and relaxing your mind.,Gardez du papier et un crayon à portée de main pour gribouiller des formes et détendre votre esprit.,随身携带一些纸和铅笔，用于涂抹形状和放松你的头脑。
DMS-316,en,"When the well’s dry, we know the worth of water. ~ Benjamin Franklin","Quand le puits est sec, on connaît la valeur de l'eau. ~ Benjamin Franklin",当井水干涸时，我们知道水的价值。~ 本杰明-富兰克林
DMS-317,en,Comparison is the thief of joy. ~ Theodore Roosevelt,La comparaison est le voleur de la joie. ~ Theodore Roosevelt,比较是快乐的盗贼。~ 西奥多-罗斯福
DMS-318,en,Our bodies are our gardens to which our wills are gardeners ~ William Shakespeare,Nos corps sont nos jardins dont nos volontés sont les jardiniers ~ William Shakespeare,我们的身体是我们的花园，我们的意志是园丁~威廉-莎士比亚
DMS-319,en,"Are you clean, fed, dressed, and rested?","Êtes-vous propre, nourri, habillé et reposé ?",你是否干净，吃饱，穿好，休息好？
DMS-320,en,It's that time again! Pause for a moment and just breathe.,C'est de nouveau le moment ! Faites une pause pendant un moment et respirez.,又到了这个时候了!暂停片刻，只是呼吸。
DMS-321,en,You don't have to finish it all today.,Vous n'avez pas besoin de tout finir aujourd'hui.,你不需要在今天完成所有的工作。
DMS-322,en,You can turn off the news and sign off social media for a bit. It's okay.,Vous pouvez éteindre les informations et vous déconnecter des médias sociaux pour un moment. C'est bon.,你可以关掉新闻，并在社交媒体上签个字，休息一下。这没关系。
DMS-323,en,"Set aside time for a hobby. Gardening, drone building, knitting, do something for the pure pleasure of it.","Réservez du temps pour un hobby. Jardinage, construction de drones, tricot, faites quelque chose pour le pur plaisir.",留出时间做爱好。园艺、无人机制造、编织，做一些纯粹为了快乐的事情。
DMS-324,en,"Self-care is ongoing. It's not a one and done fix for everything. Take care of yourself today, and tomorrow, and the next day.","Prendre soin de soi est un processus continu. Il ne s'agit pas d'une solution unique pour tout. Prenez soin de vous aujourd'hui, et demain, et le jour suivant.",自我保健是持续的。它不是一劳永逸地解决所有问题。今天、明天和后天都要照顾好自己。
DMS-325,en,"If you wear glasses, are they clean? Take a moment and clean them up so you can see a little better.","Si vous portez des lunettes, sont-elles propres ? Prenez un moment et nettoyez-les pour pouvoir mieux voir.",如果你戴眼镜，它们干净吗？花点时间把它们清理一下，这样你就能看得更清楚了。
DMS-326,en,"Novel, new, silly, & unusual activities can help lift your mood.","Les activités novatrices, nouvelles, stupides et inhabituelles peuvent contribuer à améliorer votre humeur.",新颖的、新的、愚蠢的、不寻常的活动可以帮助提升你的情绪。
DMS-327,en,"Unplug. Your mind needs to recharge, too.",Débranchez. Votre esprit a aussi besoin de se recharger.,拔掉插头。你的头脑也需要充电。
DMS-328,en,Lighten up on yourself. No one is perfect. Gently accept your humanness. ~ Deborah Day,Détendez-vous. Personne n'est parfait. Acceptez doucement votre humanité. ~ Deborah Day,对自己放轻松。没有人是完美的。温柔地接受你的人性。~ 德博拉-戴
DMS-329,en,Starting with a tiny step to work on something you’ve been avoiding will make it easier to tackle.,"En commençant par un petit pas pour travailler sur un sujet que vous avez évité, il sera plus facile de l'aborder.",从一个微小的步骤开始，努力解决你一直回避的问题，将使它更容易解决。
DMS-330,en,Take 5 minutes to straighten the space around you. Set a timer.,Prenez 5 minutes pour redresser l'espace qui vous entoure. Réglez un minuteur.,用5分钟时间整顿你周围的空间。设置一个定时器。
DMS-331,en,Review your todo lists. Is there something you no longer need to do?,Passez en revue vos listes de tâches à accomplir. Y a-t-il quelque chose que vous n'avez plus besoin de faire ?,审查你的待办事项清单。是否有一些你不再需要做的事情？
DMS-332,en,How can you reduce the amount of social media you're consuming?,Comment pouvez-vous réduire la quantité de médias sociaux que vous consommez ?,如何减少你的社交媒体的消耗量？
DMS-333,en,Have you stretched recently? Do it now. It will help.,Avez-vous fait des étirements récemment ? Faites-le maintenant. Cela vous aidera.,你最近做过伸展运动吗？现在就做吧。这将有所帮助。
DMS-334,en,"If you're feeling sleepy or fatigued, try washing your face with a warm towel. It can be refreshing.","Si vous vous sentez endormi ou fatigué, essayez de vous laver le visage avec une serviette chaude. Cela peut être rafraîchissant.",如果你感到困倦或疲劳，试着用温热的毛巾洗脸。这可以使人精神振奋。
DMS-335,en,Is your seat comfortable? Can you adjust your chair properly?,Votre siège est-il confortable ? Pouvez-vous régler votre siège correctement ?,你的座位舒适吗？你能适当调整你的椅子吗？
DMS-336,en,Play a game. Keep a deck of cards handy and play some Solitaire.,Jouez à un jeu. Gardez un jeu de cartes à portée de main et jouez au solitaire.,玩一个游戏。在手边放一副纸牌，玩一些纸牌游戏。
DMS-337,en,It's okay if you didn't get it all done today.,Ce n'est pas grave si vous n'avez pas tout fait aujourd'hui.,如果你今天没有完成所有的事情，也没关系。
DMS-338,en,Hey! Did you look out the window today?,Hé ! Tu as regardé par la fenêtre aujourd'hui ?,嘿！你今天看了窗外吗？
DMS-339,en,Learn something new. It can be as simple as a new way to make a paper hat.,Apprenez quelque chose de nouveau. Cela peut être aussi simple qu'une nouvelle façon de faire un chapeau en papier.,学习新东西。它可以是简单的，如制作纸帽的新方法。
DMS-340,en,Don't forget that everybody is different! These toots are just suggestions - take the ones you think might help and leave the rest. Be kind to yourself.,N'oubliez pas que tout le monde est différent ! Ces tutoriels ne sont que des suggestions - prenez ceux qui vous semblent utiles et laissez les autres. Soyez gentil avec vous-même.,不要忘记，每个人都是不同的这些提示只是建议--采取你认为可能有帮助的建议，其余的不要。对自己好一点。
DMS-341,en,Try writing a page or two of your thoughts down first thing in the morning.,Essayez d'écrire une page ou deux de vos pensées à la première heure le matin.,试着在早上第一件事中写下一两页你的想法。
DMS-342,en,Self-care is not selfish. You cannot serve from an empty vessel. - Eleanor Brownn,Prendre soin de soi n'est pas égoïste. Vous ne pouvez pas servir à partir d'un récipient vide. - Eleanor Brownn,自我照顾不是自私的。你不能从一个空的容器中服务。- 埃莉诺-布朗恩
DMS-343,en,"Listen to an audiobook. https://librivox.org/ has free, public domain books recorded by volunteers.",Écoutez un livre audio. https://librivox.org/ propose gratuitement des livres du domaine public enregistrés par des bénévoles.,听有声书。https://librivox.org/ 有免费的、由志愿者录制的公共领域书籍。
DMS-344,en,Is your jaw clenched? Let it loosen.,Votre mâchoire est serrée ? Laissez-la se détendre.,你的下巴紧闭吗？让它松开。
DMS-345,en,Rearrange all of your furniture in a way that makes you more comfortable or just to try something fresh in your living space.,Réorganisez tous vos meubles de façon à vous sentir plus à l'aise ou simplement pour essayer quelque chose de nouveau dans votre espace de vie.,以一种让你更舒适的方式重新布置你的所有家具，或者只是为了在你的生活空间里尝试一些新鲜的东西。
DMS-346,en,Be honest with yourself about what you need.,Soyez honnête avec vous-même sur ce dont vous avez besoin.,对自己需要的东西要诚实。
DMS-347,en,"Nourishing yourself in a way that helps you blossom in the direction you want to go is attainable, and you are worth the effort. ~ Deborah Day","Se nourrir d'une manière qui vous aide à vous épanouir dans la direction que vous souhaitez est réalisable, et vous en valez la peine. ~ Deborah Day",以一种帮助你在你想去的方向上开花结果的方式来滋养自己是可以实现的，而且你值得努力。~ 德博拉-戴
DMS-348,en,Try out a new podcast. You can learn something new or just enjoy having someone tell you a story.,Essayez un nouveau podcast. Vous pouvez apprendre quelque chose de nouveau ou simplement apprécier que quelqu'un vous raconte une histoire.,尝试一个新的播客。你可以学到新东西，或者只是享受让别人给你讲故事。
DMS-349,en,"Play for a few minutes. Doodle, learn solitaire, fold a paper airplane, do something fun.","Jouez pendant quelques minutes. Gribouillez, faites du solitaire, pliez un avion en papier, faites quelque chose d'amusant.",玩上几分钟。涂鸦，学习接龙，折纸飞机，做一些有趣的事情。
DMS-350,en,Take a few moments and think about the apps on your phone. Can you delete any of them?,Prenez quelques instants et réfléchissez aux applications présentes sur votre téléphone. Pouvez-vous en supprimer certaines ?,花点时间，想想你手机上的应用程序。你能删除其中任何一个吗？
DMS-351,en,Take a nice shower or bath. You can clean your body and mind at the same time.,Prenez une bonne douche ou un bon bain. Vous pouvez nettoyer votre corps et votre esprit en même temps.,好好洗个澡或沐浴。你可以同时清洁你的身体和心灵。
DMS-352,en,Unsubscribe from a couple of those newsletters you never read.,Désabonnez-vous de quelques-unes des lettres d'information que vous ne lisez jamais.,退订几份你从不看的新闻简报。
DMS-353,en,You're doing great!,Vous vous débrouillez bien !,你做得很好!
DMS-354,en,"Happiness is when what you think, what you say and what you do are in harmony. ~ Mahatma Gandhi","Le bonheur, c'est quand ce que vous pensez, ce que vous dites et ce que vous faites sont en harmonie. ~ Mahatma Gandhi",当你所想的、你所说的和你所做的都和谐一致时，就是幸福。~ 圣雄甘地
DMS-355,en,Have you been running full tilt today? Take a few moments to recharge.,Vous avez couru à plein régime aujourd'hui ? Prenez quelques instants pour vous ressourcer.,你今天是否已经全力以赴地工作？花一些时间来充电。
DMS-356,en,Stop. Dance party!,Stop. Fête de la danse !,停止。舞蹈派对！
DMS-357,en,Cultivate a mindfulness practice. Here's some info on how to get started: https://www.psychologytoday.com/blog/the-courage-be-present/201001/how-practice-mindfulness-meditation,Cultivez une pratique de la pleine conscience. Voici quelques informations sur la façon de commencer : https://www.psychologytoday.com/blog/the-courage-be-present/201001/how-practice-mindfulness-meditation,培养正念练习。这里有一些关于如何开始的信息：https://www.psychologytoday.com/blog/the-courage-be-present/201001/how-practice-mindfulness-meditation
DMS-358,en,Be gentle with yourself today.,Soyez doux avec vous-même aujourd'hui.,今天要对自己温柔点。
DMS-359,en,Try coloring. Here's some free pages you can print out: https://welshpixie.deviantart.com/gallery/54092210/Colouring-Pages,Essayez le coloriage. Voici quelques pages gratuites que tu peux imprimer : https://welshpixie.deviantart.com/gallery/54092210/Colouring-Pages,试试涂色。这里有一些免费的页面，你可以打印出来：https://welshpixie.deviantart.com/gallery/54092210/Colouring-Pages
DMS-360,en,Take action (one small step) on something you’ve been avoiding that will make your life better in the long run.,Agissez (un petit pas) sur une chose que vous avez évitée et qui améliorera votre vie à long terme.,对你一直回避的事情采取行动（一小步），从长远来看，这将使你的生活更美好。
DMS-361,en,Get enough rest tonight.,Reposez-vous suffisamment ce soir.,今晚得到足够的休息。
DMS-362,en,Consider unfollowing that person that always leaves you feeling worse about things.,Envisagez de ne plus suivre cette personne qui vous fait toujours sentir plus mal que d'habitude.,考虑取消对那个总是让你觉得事情更糟糕的人的关注。
DMS-363,en,"Get a book from the library (free) or bookstore about some topic you’ve been interested in, but have never taken the time to learn.","Achetez un livre à la bibliothèque (gratuit) ou à la librairie sur un sujet qui vous intéresse, mais que vous n'avez jamais pris le temps d'apprendre.",从图书馆（免费）或书店买一本关于你一直感兴趣，但从未花时间学习的主题的书。
DMS-364,en,Read about something that interests you.,Lisez sur un sujet qui vous intéresse.,阅读你感兴趣的东西。
DMS-365,en,"Before you start your day, try to make a list of the 3 most important things to focus on that day.","Avant de commencer votre journée, essayez de dresser une liste des 3 choses les plus importantes sur lesquelles vous devez vous concentrer ce jour-là.",在你开始一天的工作之前，试着列出当天要关注的3件最重要的事情。
